ABCG1	ABCG1	aa	-0.001383	0.021339	0.4819	-0.000606	0.009342
ABCG2	ABCG2	aa	0.100686	0.043599	0.008464	0.039001	0.01758
ABCG4	ABCG4	aa	0.028736	0.036882	0.2704	0.002937	0.003791
ABCG5	ABCG5	aa	-0.024693	0.009062	0.08931	-0.005225	0.001953
ABCG8	ABCG8	aa	-0.02899	0.007039	0.07878	-0.006443	0.001619
ABHD10	ABHD10	aa	0.323014	0.041215	0	0.068586	0.011441
ABHD11	ABHD11	aa	0.006653	0.012795	0.3398	0.001291	0.002485
ABHD12B	ABHD12B	aa	-0.008789	0.020142	0.3858	-0.003368	0.007726
ABHD12	ABHD12	aa	0.18677	0.044886	1.056e-12	0.052678	0.014777
ABHD13	ABHD13	aa	0.049834	0.030245	0.09032	0.013026	0.007992
ABHD14A	ABHD14A	aa	0.002978	0.014595	0.4404	0.001173	0.005752
ABHD14B	ABHD14B	aa	-0.014215	0.002734	0.06208	-0.008075	0.001621
ABHD15	ABHD15	aa	-0.012608	0.003813	0.2352	-0.005951	0.001848
ABHD1	ABHD1	aa	-0.007782	0.005543	0.2409	-0.002277	0.001629
ABHD2	ABHD2	aa	0.046106	0.030942	0.111	0.015426	0.010468
ABHD3	ABHD3	aa	0.295931	0.050146	0	0.136463	0.030724
ABHD4	ABHD4	aa	0.337579	0.044616	1.665e-16	0.09148	0.015178
ABHD5	ABHD5	aa	0.053805	0.031897	0.04552	0.019212	0.011649
ABHD6	ABHD6	aa	0.093376	0.035516	0.002178	0.024196	0.009624
ABHD8	ABHD8	aa	0.145639	0.035317	4.268e-06	0.025214	0.006573
ABI1	ABI1	aa	0.086609	0.036314	0.009022	0.021174	0.009219
ABI2	ABI2	aa	0.062648	0.029017	0.01444	0.020691	0.00992
ABI3BP	ABI3BP	aa	0.070376	0.034476	0.02429	0.01451	0.00733
ABI3	ABI3	aa	0.046241	0.030633	0.07367	0.011108	0.007459
ABL1	ABL1	aa	0.037198	0.040592	0.2471	0.006687	0.007341
ABL2	ABL2	aa	0.310024	0.059336	7.174e-09	0.187633	0.046708
ABLIM1	ABLIM1	aa	0.042867	0.035038	0.1626	0.020318	0.016776
ABLIM2	ABLIM2	aa	-0.020708	0.017367	0.2481	-0.00174	0.001464
ABLIM3	ABLIM3	aa	0.043146	0.022847	0.04684	0.006852	0.003674
ABO	ABO	aa	-0.002518	0.021065	0.4668	-0.001153	0.009646
ABRA	ABRA	aa	0.008176	0.015846	0.3443	0.005907	0.01146
ABR	ABR	aa	0.100772	0.042267	0.01393	0.020368	0.008823
ABT1	ABT1	aa	0.018988	0.018697	0.1469	0.007581	0.007512
ABTB1	ABTB1	aa	0.045599	0.030128	0.08998	0.0049	0.003279
ABTB2	ABTB2	aa	0.09304	0.041572	0.02624	0.017791	0.008189
AC009237.8	AC009237.8	aa	0.001303	0.006063	0.4333	0.000544	0.002532
AC131971.1	AC131971.1	aa	0.018684	0.02794	0.3039	0.014515	0.021753
ACAA1	ACAA1	aa	0.127176	0.034301	8.401e-06	0.031947	0.009255
ACAA2	ACAA2	aa	0.067737	0.031091	0.01571	0.030088	0.014172
ACACB	ACACB	aa	0.03759	0.021628	0.0461	0.015894	0.009253
ACAD10	ACAD10	aa	0.117519	0.043005	0.0002523	0.032275	0.01293
ACAD8	ACAD8	aa	0.153214	0.043521	0.0002967	0.049393	0.015028
ACAD9	ACAD9	aa	0.603495	0.047772	0	0.150122	0.02482
ACADL	ACADL	aa	-0.005803	0.016177	0.4075	-0.002166	0.006044
ACADM	ACADM	aa	0.244234	0.053433	1.163e-07	0.041929	0.010974
ACADSB	ACADSB	aa	0.057385	0.041284	0.1166	0.015379	0.011236
ACADS	ACADS	aa	0.062182	0.030989	0.01969	0.015063	0.007698
ACADVL	ACADVL	aa	0.015398	0.032874	0.3614	0.004328	0.009251
ACAN	ACAN	aa	-0.002405	0.021556	0.4692	-0.000261	0.002343
ACAP1	ACAP1	aa	0.125493	0.044398	0.0005992	0.025851	0.00963
ACAP2	ACAP2	aa	0.16158	0.045631	0.000227	0.028313	0.008698
ACAP3	ACAP3	aa	0.023828	0.024005	0.2133	0.001491	0.001511
ACAT1	ACAT1	aa	0.175006	0.038759	7.228e-11	0.032406	0.008106
ACAT2	ACAT2	aa	0.041702	0.02761	0.08942	0.015283	0.010227
ACBD3	ACBD3	aa	0.078445	0.038074	0.03435	0.012015	0.006007
ACBD4	ACBD4	aa	-0.015615	0.010177	0.2292	-0.002755	0.001808
ACBD5	ACBD5	aa	0.219621	0.042063	7.305e-14	0.053954	0.012165
ACBD7	ACBD7	aa	0.017425	0.02335	0.2791	0.009761	0.013108
ACCS	ACCS	aa	0.290619	0.055594	3.306e-07	0.130522	0.030339
ACD	ACD	aa	0.020324	0.021967	0.1318	0.00418	0.00456
ACE	ACE	aa	0.023103	0.024871	0.1901	0.009267	0.010053
ACER1	ACER1	aa	0.0246	0.020852	0.1562	0.009522	0.008107
ACER2	ACER2	aa	-0.004291	0.015709	0.4276	-0.002299	0.008417
ACER3	ACER3	aa	0.224005	0.038007	0	0.056577	0.011198
ACHE	ACHE	aa	-0.018142	0.011467	0.2209	-0.002078	0.001325
ACIN1	ACIN1	aa	-0.018327	0.027068	0.356	-0.001258	0.001863
ACLY	ACLY	aa	0.023012	0.030133	0.2587	0.003209	0.004221
ACMSD	ACMSD	aa	0.005042	0.024529	0.4377	0.001571	0.007648
ACN9	ACN9	aa	0.30041	0.04697	1.839e-11	0.109715	0.021495
ACO1	ACO1	aa	0.279118	0.047199	6.706e-11	0.191192	0.03959
ACO2	ACO2	aa	0.15811	0.043414	7.454e-10	0.027229	0.008467
ACOT11	ACOT11	aa	0.005651	0.018315	0.4091	0.000818	0.002653
ACOT12	ACOT12	aa	0.063546	0.038641	0.06971	0.020272	0.012565
ACOT13	ACOT13	aa	0.226788	0.043149	1.949e-09	0.065575	0.014457
ACOT2	ACOT2	aa	0.346332	0.063002	1.662e-07	0.281817	0.069133
ACOT4	ACOT4	aa	0.173521	0.048772	5.954e-05	0.110022	0.034656
ACOT7	ACOT7	aa	0.103158	0.040131	0.01051	0.024568	0.009992
ACOT8	ACOT8	aa	0.203874	0.046442	4.655e-07	0.074215	0.019346
ACOX1	ACOX1	aa	0.142692	0.043521	0.0007633	0.026308	0.008662
ACOX2	ACOX2	aa	-0.027453	0.003283	0.07774	-0.003748	0.000498
ACOX3	ACOX3	aa	0.204136	0.043786	6.075e-09	0.067991	0.016281
ACOXL	ACOXL	aa	0.045341	0.025147	0.04005	0.016443	0.009269
ACP1	ACP1	aa	0.063729	0.027041	0.005447	0.010977	0.004788
ACP2	ACP2	aa	0.047935	0.02448	0.009624	0.008389	0.004403
ACP5	ACP5	aa	0.058006	0.026138	0.005107	0.028097	0.012944
ACP6	ACP6	aa	0.212313	0.04681	3.631e-09	0.143706	0.037032
ACPL2	ACPL2	aa	0.009899	0.02034	0.3567	0.00278	0.00572
ACPP	ACPP	aa	0.103445	0.033295	0.0008356	0.043757	0.014841
ACPT	ACPT	aa	-0.039005	0.009891	0.1036	-0.007273	0.001899
ACRBP	ACRBP	aa	0.010064	0.020468	0.3511	0.005854	0.011918
ACR	ACR	aa	0.00689	0.01879	0.3914	0.003244	0.008851
ACRV1	ACRV1	aa	0.004348	0.027002	0.4536	0.0026	0.016149
ACSBG1	ACSBG1	aa	-0.018419	0.011809	0.1924	-0.003658	0.00236
ACSBG2	ACSBG2	aa	-0.001201	0.014147	0.4765	-0.000393	0.004628
ACSF2	ACSF2	aa	0.103289	0.036173	0.003077	0.038126	0.013865
ACSF3	ACSF3	aa	0.378605	0.045939	0	0.13346	0.022095
ACSL1	ACSL1	aa	0.001953	0.037539	0.4853	0.000635	0.012209
ACSL3	ACSL3	aa	-0.002083	0.021259	0.4727	-0.000549	0.005602
ACSL5	ACSL5	aa	-0.03985	0.000113	0.008229	-0.007227	0.000362
ACSL6	ACSL6	aa	0.001407	0.012678	0.4677	0.000154	0.00139
ACSM1	ACSM1	aa	0.000227	0.017566	0.4963	5.2e-05	0.004061
ACSM2B	ACSM2B	aa	-0.030022	4.2e-05	0.004593	-0.012283	0.000613
ACSM3	ACSM3	aa	0.138545	0.045883	0.0002204	0.037627	0.013373
ACSM5	ACSM5	aa	-0.003693	0.015642	0.4372	-0.001267	0.005367
ACSS1	ACSS1	aa	0.341991	0.058513	2.581e-10	0.100382	0.023333
ACSS2	ACSS2	aa	0.11366	0.044702	0.00122	0.062327	0.026549
ACSS3	ACSS3	aa	-0.023678	0.005505	0.09293	-0.009371	0.002263
ACTA1	ACTA1	aa	0.030328	0.022014	0.1151	0.004267	0.003121
ACTA2	ACTA2	aa	0.514731	0.040859	0	0.24562	0.033264
ACTB	ACTB	aa	0.066437	0.028377	0.009401	0.016444	0.007201
ACTC1	ACTC1	aa	0.000308	0.016715	0.4948	9.5e-05	0.005174
ACTG1	ACTG1	aa	0.243706	0.047737	4.597e-09	0.051716	0.012104
ACTG2	ACTG2	aa	-0.017121	0.01327	0.2431	-0.006808	0.005322
ACTL6A	ACTL6A	aa	0.047817	0.029503	0.07193	0.003331	0.002087
ACTL6B	ACTL6B	aa	-0.009959	0.008168	0.2581	-0.001533	0.001262
ACTL7A	ACTL7A	aa	0.009238	0.018344	0.3488	0.003254	0.006468
ACTL7B	ACTL7B	aa	0.00965	0.020306	0.3604	0.003514	0.0074
ACTL8	ACTL8	aa	-0.005367	0.031739	0.4531	-0.004037	0.023879
ACTL9	ACTL9	aa	-0.02393	0.016269	0.1987	-0.008843	0.006063
ACTN1	ACTN1	aa	0.090911	0.03736	0.01259	0.035843	0.015224
ACTN2	ACTN2	aa	-0.025118	0.006718	0.12	-0.004587	0.001259
ACTN3	ACTN3	aa	-0.010963	0.004696	0.1516	-0.002103	0.00091
ACTN4	ACTN4	aa	0.042232	0.030501	0.1029	0.008391	0.006134
ACTR10	ACTR10	aa	0.205849	0.042388	7.197e-08	0.040319	0.009539
ACTR1A	ACTR1A	aa	0.236449	0.052404	4.572e-12	0.043804	0.011922
ACTR1B	ACTR1B	aa	0.201802	0.043419	8.714e-13	0.030221	0.007797
ACTR2	ACTR2	aa	0.063309	0.027683	0.01626	0.017689	0.007894
ACTR3B	ACTR3B	aa	-0.014391	0.014432	0.2886	-0.004094	0.004117
ACTR3C	ACTR3C	aa	0.107116	0.036279	0.001543	0.064605	0.022997
ACTR3	ACTR3	aa	0.035695	0.022603	0.0652	0.004543	0.002913
ACTR5	ACTR5	aa	0.237372	0.040376	1.943e-15	0.096684	0.019659
ACTR6	ACTR6	aa	0.053601	0.030155	0.05408	0.004636	0.002664
ACTR8	ACTR8	aa	0.491652	0.041504	0	0.157641	0.021119
ACTRT2	ACTRT2	aa	0.020835	0.022265	0.2126	0.007355	0.007887
ACVR1B	ACVR1B	aa	-0.025026	0.007168	0.09202	-0.009048	0.002656
ACVR1	ACVR1	aa	-0.013616	0.042416	0.3995	-0.004917	0.015338
ACVR2A	ACVR2A	aa	-0.012687	0.011555	0.2858	-0.005379	0.004923
ACVR2B	ACVR2B	aa	0.004081	0.020628	0.4429	0.001099	0.005553
ACVRL1	ACVRL1	aa	0.000834	0.014828	0.484	9.8e-05	0.001734
ACY3	ACY3	aa	0.103749	0.050591	0.005037	0.045077	0.023389
ACYP1	ACYP1	aa	-0.002198	0.011735	0.4504	-0.000962	0.005139
ACYP2	ACYP2	aa	0.117515	0.039427	0.0003178	0.064116	0.022834
ADAD1	ADAD1	aa	-0.001241	0.01493	0.477	-0.000366	0.004407
ADAD2	ADAD2	aa	-0.01763	0.022565	0.3105	-0.001951	0.002501
ADA	ADA	aa	0.010315	0.030592	0.3989	0.00333	0.009886
ADAL	ADAL	aa	0.360528	0.06787	0	0.11721	0.0324
ADAM10	ADAM10	aa	0.017688	0.024693	0.2807	0.004719	0.006602
ADAM11	ADAM11	aa	0.039882	0.026744	0.08571	0.002454	0.001667
ADAM12	ADAM12	aa	-0.003517	0.020413	0.4529	-0.000772	0.004484
ADAM15	ADAM15	aa	0.022222	0.027419	0.2506	0.00398	0.004933
ADAM17	ADAM17	aa	0.165422	0.040872	1.278e-06	0.036662	0.009889
ADAM18	ADAM18	aa	0.056876	0.026715	0.0156	0.017295	0.008306
ADAM19	ADAM19	aa	0.246901	0.043265	5.961e-12	0.063562	0.013256
ADAM21	ADAM21	aa	-0.013741	0.017261	0.3012	-0.010406	0.013101
ADAM22	ADAM22	aa	0.123972	0.033839	3.815e-08	0.042751	0.012553
ADAM23	ADAM23	aa	0.022951	0.018766	0.149	0.013072	0.010744
ADAM28	ADAM28	aa	-0.001397	0.009619	0.4601	-0.000557	0.003832
ADAM29	ADAM29	aa	-0.000506	0.016576	0.4914	-0.000161	0.00528
ADAM30	ADAM30	aa	0.02587	0.020614	0.1371	0.019188	0.0154
ADAM32	ADAM32	aa	-0.004101	0.012637	0.4138	-0.001086	0.003348
ADAM33	ADAM33	aa	0.008848	0.015223	0.3227	0.000366	0.00063
ADAM3A	ADAM3A	aa	-0.005559	0.010082	0.3602	-0.002064	0.003747
ADAM7	ADAM7	aa	-0.026266	0.001024	0.03481	-0.007955	0.000517
ADAM8	ADAM8	aa	0.135458	0.036747	1.633e-06	0.022546	0.006612
ADAM9	ADAM9	aa	0.07486	0.028375	0.002833	0.035463	0.013899
ADAMDEC1	ADAMDEC1	aa	0.183181	0.044877	2.474e-06	0.093345	0.025802
ADAMTS12	ADAMTS12	aa	0.074316	0.050064	0.1201	0.025287	0.017405
ADAMTS13	ADAMTS13	aa	0.025382	0.029494	0.2555	0.001455	0.001696
ADAMTS14	ADAMTS14	aa	0.010842	0.019754	0.3394	0.001119	0.002041
ADAMTS15	ADAMTS15	aa	0.004992	0.021719	0.4326	0.001256	0.005468
ADAMTS16	ADAMTS16	aa	0.256515	0.047769	6.92e-07	0.091336	0.019511
ADAMTS17	ADAMTS17	aa	-0.018757	0.015073	0.2458	-0.002832	0.002285
ADAMTS18	ADAMTS18	aa	-0.026301	0.012411	0.1342	-0.005761	0.002746
ADAMTS19	ADAMTS19	aa	0.019764	0.023671	0.2288	0.006	0.007218
ADAMTS1	ADAMTS1	aa	-0.038232	0.019681	0.1486	-0.010025	0.00523
ADAMTS20	ADAMTS20	aa	-0.022766	0.00125	0.02457	-0.003981	0.000303
ADAMTS2	ADAMTS2	aa	0.014051	0.031695	0.3718	0.001287	0.002905
ADAMTS4	ADAMTS4	aa	0.036332	0.024257	0.09351	0.009689	0.006543
ADAMTS5	ADAMTS5	aa	0.048038	0.035279	0.1346	0.019817	0.014699
ADAMTS6	ADAMTS6	aa	0.16975	0.040221	2.159e-07	0.051046	0.013479
ADAMTS7	ADAMTS7	aa	0.12453	0.037158	0.0008675	0.025871	0.008171
ADAMTS8	ADAMTS8	aa	0.035573	0.030556	0.1609	0.005913	0.005116
ADAMTS9	ADAMTS9	aa	0.019742	0.025504	0.2722	0.003115	0.004033
ADAMTSL1	ADAMTSL1	aa	-0.01294	0.021745	0.3495	-0.001872	0.00315
ADAMTSL3	ADAMTSL3	aa	0.115924	0.032426	7.966e-06	0.026768	0.008034
ADAMTSL4	ADAMTSL4	aa	-0.007585	0.006102	0.2702	-0.000654	0.000528
ADAMTSL5	ADAMTSL5	aa	-0.01315	0.054748	0.4245	-0.001181	0.004922
ADAP1	ADAP1	aa	0.059163	0.038432	0.08014	0.027203	0.018036
ADAP2	ADAP2	aa	0.13614	0.049407	7.798e-05	0.074865	0.029988
ADARB1	ADARB1	aa	-0.02182	0.014941	0.2149	-0.006989	0.004814
ADARB2	ADARB2	aa	0.000304	0.026172	0.4967	9.9e-05	0.008506
ADAR	ADAR	aa	0.065446	0.02703	0.007049	0.014313	0.006065
ADAT1	ADAT1	aa	0.369023	0.046596	0	0.122513	0.021661
ADAT2	ADAT2	aa	0.191646	0.040288	3.695e-07	0.028131	0.006602
ADC	ADC	aa	0.023641	0.016612	0.07253	0.003132	0.002217
ADCK1	ADCK1	aa	0.372216	0.048674	9.381e-15	0.101835	0.017955
ADCK2	ADCK2	aa	0.00687	0.015341	0.3517	0.002645	0.005913
ADCK3	ADCK3	aa	0.108643	0.029348	1.746e-06	0.018956	0.005465
ADCK4	ADCK4	aa	0.070822	0.032887	0.0159	0.014898	0.007103
ADCY10	ADCY10	aa	-0.03662	0.00049	0.02036	-0.006668	0.000348
ADCY1	ADCY1	aa	0.257415	0.039566	4.008e-14	0.120995	0.022384
ADCY2	ADCY2	aa	0.035503	0.036178	0.2158	0.005463	0.005596
ADCY3	ADCY3	aa	0.148856	0.041307	4.886e-07	0.058502	0.017898
ADCY4	ADCY4	aa	0.044824	0.030253	0.1073	0.007676	0.005242
ADCY5	ADCY5	aa	0.026552	0.024707	0.1787	0.002443	0.002286
ADCY6	ADCY6	aa	-0.001652	0.012776	0.4645	-0.000275	0.00213
ADCY7	ADCY7	aa	0.094678	0.039689	0.01578	0.022596	0.009861
ADCY8	ADCY8	aa	0.014741	0.024793	0.322	0.003838	0.006466
ADCY9	ADCY9	aa	0.038321	0.034961	0.1916	0.017677	0.016256
ADCYAP1	ADCYAP1	aa	0.029559	0.02615	0.1728	0.007598	0.006756
ADCYAP1R1	ADCYAP1R1	aa	0.02725	0.033892	0.2655	0.004653	0.005813
ADD1	ADD1	aa	0.059156	0.026454	0.009323	0.013101	0.006013
ADD2	ADD2	aa	0.008233	0.028485	0.4166	0.003557	0.012313
ADD3	ADD3	aa	0.106659	0.036295	7.68e-06	0.016191	0.005833
ADH1A	ADH1A	aa	0.025077	0.015264	0.04506	0.012469	0.007658
ADH1B	ADH1B	aa	-0.013115	0.006127	0.2084	-0.00489	0.00231
ADH1C	ADH1C	aa	0.015274	0.01582	0.2029	0.010329	0.010736
ADH4	ADH4	aa	-0.020155	6.4e-05	0.03769	-0.006929	0.000347
ADH5	ADH5	aa	0.093201	0.028121	1.145e-05	0.023008	0.007322
ADH6	ADH6	aa	-0.019323	0.000151	0.09178	-0.007612	0.000387
ADH7	ADH7	aa	0.001913	0.010885	0.4485	0.000514	0.002927
ADHFE1	ADHFE1	aa	0.08812	0.032778	0.003156	0.036792	0.014369
ADI1	ADI1	aa	0.151336	0.047207	0.001225	0.084521	0.028164
ADIG	ADIG	aa	-0.017982	0.008654	0.1602	-0.004252	0.002066
ADIPOQ	ADIPOQ	aa	-0.024376	0.012303	0.1584	-0.012152	0.006183
ADIPOR1	ADIPOR1	aa	0.234373	0.05423	2.178e-06	0.118094	0.03142
ADIPOR2	ADIPOR2	aa	0.063389	0.029226	0.02506	0.017505	0.008223
ADK	ADK	aa	0.056612	0.02303	0.001424	0.018434	0.007729
ADM2	ADM2	aa	0.016159	0.020372	0.2463	0.002287	0.002891
ADM	ADM	aa	-0.002137	0.015521	0.4623	-0.000727	0.005282
ADNP2	ADNP2	aa	-0.005032	0.009874	0.375	-0.001607	0.003155
ADNP	ADNP	aa	0.171795	0.03766	1.046e-06	0.046899	0.011251
ADO	ADO	aa	0.133085	0.038213	5.523e-05	0.039096	0.012134
ADORA1	ADORA1	aa	0.027664	0.02782	0.2052	0.003371	0.003406
ADORA2B	ADORA2B	aa	0.002542	0.008626	0.4111	0.000593	0.002014
ADORA3	ADORA3	aa	0.019726	0.023957	0.2597	0.004575	0.005569
ADPGK	ADPGK	aa	0.034457	0.018094	0.01776	0.007654	0.004083
ADPRH	ADPRH	aa	0.165758	0.049623	0.0008309	0.041107	0.013575
ADPRHL1	ADPRHL1	aa	-0.019541	0.00049	0.09794	-0.006091	0.000347
ADPRHL2	ADPRHL2	aa	0.037669	0.021301	0.0258	0.008237	0.004727
ADRA1A	ADRA1A	aa	0.048322	0.029857	0.07561	0.009007	0.005643
ADRA1B	ADRA1B	aa	0.016543	0.026612	0.3197	0.007849	0.012652
ADRA1D	ADRA1D	aa	-0.011271	0.022276	0.3701	-0.005858	0.011586
ADRA2A	ADRA2A	aa	0.030258	0.026117	0.1549	0.019527	0.016974
ADRA2C	ADRA2C	aa	0.040874	0.024927	0.07601	0.00963	0.005935
ADRB1	ADRB1	aa	0.10252	0.042584	0.007807	0.069532	0.030032
ADRB2	ADRB2	aa	0.036981	0.022239	0.03958	0.026759	0.016277
ADRB3	ADRB3	aa	-0.001588	0.021229	0.4792	-0.000517	0.00691
ADRBK1	ADRBK1	aa	-0.013406	0.002793	0.1535	-0.001684	0.000365
ADRBK2	ADRBK2	aa	0.139909	0.04364	0.001927	0.053155	0.01756
ADRM1	ADRM1	aa	0.11964	0.045432	0.004837	0.01473	0.005859
ADSL	ADSL	aa	0.20112	0.048244	1.883e-07	0.020803	0.005837
ADSS	ADSS	aa	0.149183	0.04283	0.0009143	0.030596	0.009378
ADSSL1	ADSSL1	aa	-0.001493	0.011689	0.4651	-0.000269	0.002104
AEBP1	AEBP1	aa	-0.023126	0.003244	0.04722	-0.005637	0.000854
AEBP2	AEBP2	aa	0.032223	0.027206	0.1601	0.00708	0.006018
AEN	AEN	aa	0.176291	0.040055	5.176e-07	0.052081	0.013
AES	AES	aa	0.014614	0.033568	0.3736	0.002108	0.004849
AFAP1	AFAP1	aa	-0.008003	0.026482	0.4178	-0.002538	0.008401
AFAP1L2	AFAP1L2	aa	0.057277	0.036709	0.08707	0.021483	0.013992
AFF1	AFF1	aa	0.105229	0.041268	0.003626	0.015097	0.006248
AFF3	AFF3	aa	0.090686	0.032196	0.0004102	0.033479	0.01244
AFF4	AFF4	aa	0.183288	0.04471	1.861e-06	0.02315	0.006275
AFG3L1P	AFG3L1P	aa	-0.019784	0.001284	0.1257	-0.003656	0.000308
AFG3L2	AFG3L2	aa	0.101413	0.045582	0.03109	0.016576	0.007776
AFM	AFM	aa	0.02188	0.021992	0.1836	0.008573	0.008669
AFP	AFP	aa	-0.010233	0.016487	0.3646	-0.004357	0.007037
AFTPH	AFTPH	aa	0.320366	0.038417	0	0.05274	0.008112
AGA	AGA	aa	0.449452	0.044866	0	0.144395	0.021291
AGAP1	AGAP1	aa	0.116623	0.04632	0.01146	0.041059	0.016923
AGAP2	AGAP2	aa	0.031649	0.021928	0.09333	0.00442	0.003096
AGAP3	AGAP3	aa	0.102822	0.040737	0.01326	0.014113	0.005793
AGBL2	AGBL2	aa	0.130679	0.038688	3.71e-07	0.047113	0.015392
AGBL3	AGBL3	aa	0.14563	0.033207	4.01e-11	0.041499	0.010347
AGBL4	AGBL4	aa	-0.02289	0.007352	0.09066	-0.00531	0.001745
AGBL5	AGBL5	aa	0.044666	0.030497	0.09043	0.021212	0.014745
AGER	AGER	aa	0.20718	0.043806	3.918e-10	0.053854	0.013375
AGFG1	AGFG1	aa	0.153266	0.037693	4.268e-06	0.050094	0.013348
AGFG2	AGFG2	aa	0.062366	0.048036	0.1379	0.013169	0.010438
AGGF1	AGGF1	aa	0.049454	0.032866	0.1034	0.007461	0.005018
AGK	AGK	aa	-0.025913	1e-06	0.0003007	-0.004887	0.000244
AGL	AGL	aa	0.150621	0.032331	4.717e-10	0.022559	0.005381
AGMAT	AGMAT	aa	0.297593	0.046153	1.554e-15	0.154019	0.030165
